FEATURE AREA,FEATURE AREA COVERAGE
Commissioning-BTS Settings (except toggle fault),50.67%
Commissioning-Local Cell Group,35.61%
Commissioning-LTE Carrier,30.60%
Commissioning-Local Cell Resource,26.60%
Commissioning-Local Cell Settings,0.00%
"Commissioning EAC (System Module External Fault and Control Settings), EAC for FHS, EAC in XLF XLC",31.43%
Commissioning-Site Testing,20.30%
Commissioning-Module Settings,43.75%
Commissioning-Configuration Change Notifications (CCNs),69.57%
Commissioning-ALD area,44.47%
Commissioning-BTS Synchronization Settings,53.68%
Commissioning-LTE Commissioning Radio Network Configuration (PDDB)/Commissioning-RNW,39.28%
Commissioning-Concurrent Mode Settings,24.54%
Commissioning-Additional Site Settings,39.68%






FEATURE AREA,FEATURE AREA COVERAGE,CLASS,CLASS COVERAGE,LINE_MISSED,LINE_COVERED,METHOD_MISSED,METHOD_COVERED
,,com.hahaqu.em.bts.common.commissioning.view.RETManagementView,80.21%,56,227,2,33
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$UsedInAction,57.14%,3,4,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAntennasTable$1,100.00%,0,6,0,2
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$DocumentListenerAdapter,10.00%,9,1,4,1
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView,63.06%,188,321,35,42
,,com.hahaqu.em.bts.common.commissioning.view.DcPowerSourceFaultThresholdRangPanel,37.74%,33,20,4,2
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$5,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$5,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$6,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$6,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$3,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$3,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$4,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$4,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$1,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$1,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$2,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel$2,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.TiltConfigurationFileComboEditor,20.00%,28,7,4,2
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$4,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$4,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$3,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$3,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$2,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$2,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$1,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel$1,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.DCPowerSourceTable$1,100.00%,0,6,0,2
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView,56.60%,148,193,17,27
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView,56.60%,148,193,17,27
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$DynamicComponent,100.00%,0,7,0,2
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel,0.00%,181,0,12,0
,,com.hahaqu.em.bts.common.commissioning.view.RAEAdditionalDataPanel,0.00%,181,0,12,0
,,com.hahaqu.em.bts.common.commissioning.view.TiltConfigurationFileComboEditor$2,0.00%,8,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.TiltConfigurationFileComboEditor$1,0.00%,20,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$2,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$1,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$4,10.00%,9,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$3,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$5,14.29%,6,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$2,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$1,8.33%,11,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$6,50.00%,4,4,0,2
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$5,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$4,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$3,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.RETManagementView$MyHTMLMultiLineLabel,100.00%,0,8,0,3
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$1,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$9,13.33%,13,2,1,2
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$8,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$7,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$6,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$5,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$4,8.33%,11,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$3,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$2,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$AntennaComboBoxRenderer,81.82%,2,9,0,3
,,com.hahaqu.em.bts.common.commissioning.view.DCPowerSourceTable,81.48%,15,66,4,10
,,com.hahaqu.em.bts.common.commissioning.view.RETManangementTable$2,75.00%,2,6,0,2
,,com.hahaqu.em.bts.common.commissioning.view.RETManangementTable$1,11.11%,8,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$TextFieldKeyListener,10.00%,9,1,3,1
,,com.hahaqu.em.bts.common.commissioning.view.TiltConfigurationFileComboRenderer,0.00%,59,0,7,0
,,com.hahaqu.em.bts.common.commissioning.controller.AISGMHASettingsController,78.95%,8,30,3,7
,,com.hahaqu.em.bts.common.commissioning.controller.ALSController,66.67%,15,30,4,5
,,com.hahaqu.em.bts.gui.tdlte.commissioning.view.TDLTERETManagementView,0.00%,17,0,4,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.view.TDLTERETSettingsView,0.00%,75,0,17,0
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.RETManagementSCFProcessor,63.11%,76,130,5,23
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.ALSModelSCFProcessor,52.79%,541,605,44,99
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.RETSettingsSCFprosessor,55.05%,369,452,41,80
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.LNZALSModel,0.00%,3,0,2,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.LNZAntennaSettings,0.00%,4,0,2,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.runtimeSynchronize.creator.LNACreator,36.36%,28,16,14,2
,,com.hahaqu.em.bts.common.commissioning.scf.raml.runtimeSynchronize.synchronizer.RETDialogSynchronizer,0.00%,41,0,16,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.runtimeSynchronize.synchronizer.MHATypeSynchronizer,45.45%,6,5,1,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView$3,0.00%,7,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView$2,0.00%,10,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView$5,14.29%,6,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView$4,14.29%,6,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView$6,8.33%,11,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView$1,6.67%,14,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSView,42.25%,499,365,29,61
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERETManagementTable,0.00%,9,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERETSettingsView$1,8.33%,11,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERETSettingsView$2,100.00%,0,3,0,3
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSMHAInfoView,83.72%,7,36,3,8
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSMHAInfoView,83.72%,7,36,3,8
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSMHAInfoView$1,100.00%,0,2,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEALSMHAInfoView$1,100.00%,0,2,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERETSettingsView,58.75%,99,141,7,24
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERETManagementView,76.92%,6,20,0,4
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEAISGMHASettingsView,85.71%,5,30,0,7
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEAISGMHASettingsView$1,100.00%,0,2,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.MicroALSView,0.00%,57,0,17,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEDcPowerSourceFaultThresholdRangPanel,66.67%,1,2,1,1
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTERETSettingsModel,0.00%,68,0,11,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTERETManagementTableModel,0.00%,3,0,2,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTEAISGMHASettingsModel,0.00%,6,0,4,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTERETAntennasTableModel,0.00%,38,0,6,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.controller.TDLTERETSettingsController,0.00%,6,0,3,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.controller.TDLTERETManagementController,0.00%,3,0,1,0
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTERETManagementController,100.00%,0,3,0,1
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTERETSettingsController,76.47%,4,13,0,3
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTEALSController,45.68%,44,37,2,5
Commissioning-BTS Synchronization Settings,53.68%,com.hahaqu.em.bts.gui.lnf.commissioning.model.validator.current.LNFSynchronizationSettingsModelValidator,0.00%,9,0,5,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEGNSSSyncInputData,0.00%,73,0,39,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESystemSyncInputData,78.42%,30,109,15,61
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESynchronizationSettingsModel$1,100.00%,0,2,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEUnitSyncInputData,83.33%,3,15,1,10
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESyncInputSettingsTableModel,68.25%,20,43,3,15
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESynchronizationSettingsModel,55.44%,352,438,61,143
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.scfprocessor.TDLTESynchronizationSettingsSCFProcessor,0.00%,22,0,3,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.LNFSynchronizationSettingsModel,0.00%,19,0,12,0
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.helper.LTESynchronizationSettingsHelper,0.00%,88,0,20,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.initializer.LNZSynchronizationSettingsRAMLMetadataInitializer,0.00%,15,0,3,0
,,com.hahaqu.em.bts.common.commissioning.model.mdinitializer.SynchronizationSettingsRAMLMetadataInitializer,100.00%,0,11,0,2
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.scfprocessor.LNFSynchronizationSettingsSCFProcessor,0.00%,7,0,7,0
,,com.hahaqu.em.bts.gui.lnz.component.siteinfo.model.helper.LNZSynchronizationSettingsHelper,0.00%,8,0,2,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.initializer.LNFSynchronizationSettingsRAMLMetadataInitializer,0.00%,2,0,2,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.initializer.TDLTESynchronizationSettingsRAMLMetadataInitializer,0.00%,28,0,4,0
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.LTESynchronizationSettingsSiteInfoModel,0.00%,12,0,10,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.initializer.LTESynchronizationSettingsRAMLMetadataInitializer,98.22%,3,166,0,20
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.validator.current.TDLTESynchronizationSettingsModelValidator,0.00%,23,0,6,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.validator.current.LNZSynchronizationSettingsModelValidator,0.00%,21,0,8,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTESynchronizationSettingsSCFProcessor,67.94%,67,142,5,27
,,com.hahaqu.em.bts.common.commissioning.model.SynchronizationSettingsModel,63.93%,22,39,11,16
,,com.hahaqu.em.bts.gui.lnz.component.siteinfo.model.LNZSynchronizationSettingsSiteInfoModel,0.00%,9,0,7,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.validator.current.LTESynchronizationSettingsModelValidator,39.89%,220,146,14,32
,,com.hahaqu.em.bts.common.commissioning.model.validator.SynchronizationSettingsModelValidator,63.64%,4,7,1,3
,,com.hahaqu.em.bts.gui.tdlte.component.siteinfo.model.TDLTESynchronizationSettingsSiteInfoModel,0.00%,11,0,9,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.CLOCKBean,74.05%,34,97,8,24
,,com.hahaqu.em.bts.common.commissioning.scf.raml.SYNCBean,72.41%,8,21,3,8
,,com.hahaqu.em.bts.common.commissioning.scf.raml.GNSSIBean,0.00%,10,0,6,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.CLOCKFDDBean,83.33%,1,5,1,3
,,com.hahaqu.em.bts.common.commissioning.scf.raml.GNSSBean,0.00%,33,0,16,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.TIMEBean,80.95%,4,17,1,9
,,com.hahaqu.em.bts.common.commissioning.scf.raml.GNSSEBean,0.00%,16,0,10,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.LTESyncInputSettingsData,87.50%,1,7,1,5
,,com.hahaqu.em.bts.common.commissioning.scf.raml.CLOCKTDDBean,0.00%,6,0,4,0
,,com.hahaqu.em.bts.gui.tdlte.component.siteinfo.model.helper.TDLTESynchronizationSettingsHelper,0.00%,7,0,2,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.scfprocessor.LNZSynchronizationSettingsSCFProcessor,0.00%,26,0,12,0
,,com.hahaqu.em.bts.common.component.siteinfo.model.helper.SynchronizationSettingsHelper,0.00%,12,0,5,0
,,com.hahaqu.em.bts.gui.lnf.component.siteinfo.model.LNFSynchronizationSettingsSiteInfoModel,0.00%,8,0,6,0
,,com.hahaqu.em.bts.common.commissioning.view.SynchronizationSettingsView$SyncModeHandler,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.commissioning.view.SynchronizationSettingsView,70.11%,26,61,13,14
,,com.hahaqu.em.bts.common.commissioning.controller.SynchronizationSettingsController,50.00%,11,11,3,3
,,com.hahaqu.em.bts.gui.tdlte.commissioning.view.TDLTESynchronizationSettingsView,0.00%,59,0,15,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.view.TDLTESynchronizationSettingsView$DualModeSyncSlaveHandler,0.00%,8,0,2,0
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.SynchronizationSettingsSCFProcessor,100.00%,0,9,0,2
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.LNZSynchronizationSettingsModel,0.00%,43,0,20,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESyncInputSettingsTable$1,100.00%,0,6,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$UnitSyncTree,75.00%,1,3,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView,77.36%,247,844,31,122
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$UnitSyncTreeSelectionListener,100.00%,0,3,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$8,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$7,12.50%,7,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$9,12.50%,7,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$2,25.00%,3,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$1,20.00%,4,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$4,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$3,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$6,6.67%,14,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$5,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$DeleteAction,14.29%,6,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$LTEUnitSyncCellRender,90.00%,1,9,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$NewAction,12.50%,21,3,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$DatePickerValidation,65.00%,7,13,0,3
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESyncInputSettingsTable$TypeCellEditor,10.64%,42,5,10,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESyncInputSettingsTable,100.00%,0,20,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$11,20.00%,4,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$10,25.00%,3,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$19,20.00%,4,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$18,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$17,6.67%,14,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$16,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$15,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$14,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$13,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$12,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$22,14.29%,6,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$21,14.29%,6,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$20,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$25,42.86%,4,3,2,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$24,42.86%,4,3,2,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTESynchronizationSettingsView$23,42.86%,4,3,2,2
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTESynchronizationSettingsModel,0.00%,54,0,18,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.eqview.LTESynchronizationSettingsEqView,82.61%,4,19,0,3
,,com.hahaqu.em.bts.gui.lnz.commissioning.view.LNZSynchronizationSettingsView,0.00%,84,0,35,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.view.LNFSynchronizationSettingsView,0.00%,42,0,25,0
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTESynchronizationSettingsController,100.00%,0,6,0,2
Commissioning-LTE Commissioning Radio Network Configuration (PDDB)/Commissioning-RNW,39.28%,com.hahaqu.em.bts.gui.lte.commissioning.model.LTERNWFileEditModel,54.09%,247,291,24,47
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.scfprocessor.TDLTERNWSCFProcessor,0.00%,9,0,2,0
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.LTERNWFileEditSiteInfoModel,0.00%,20,0,3,0
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.LTERNWFileEditSiteInfoModel$RNWSiteInfoTreeViewModel,0.00%,54,0,6,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.validator.current.TDLTERNWFileEditModelValidator,0.00%,194,0,51,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTERNWSCFProcessor,96.30%,2,52,1,7
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel$SearchResultsMouseListener,25.00%,3,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel$4,100.00%,0,4,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel$5,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel$2,100.00%,0,4,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel$3,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsController,24.24%,25,8,3,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel$1,25.00%,9,3,2,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWTreeSearchBar,53.27%,50,57,12,9
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWTreeSearchBar$1,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsController$1,100.00%,0,4,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchResultsPanel,75.65%,28,87,5,14
,,com.hahaqu.em.bts.gui.lte.commissioning.view.rnwsearch.LTERNWSearchOptionController,6.67%,28,2,4,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.validator.current.LTERNWFileEditModelValidator,27.40%,967,365,66,47
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWFileEditView$1,0.00%,11,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$LTETreeCellRenderer,85.71%,1,6,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$4,25.00%,3,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$5,0.00%,3,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$2,100.00%,0,7,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$3,25.00%,3,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$6,0.00%,5,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel$1,100.00%,0,7,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWFileEditView,74.19%,8,23,2,6
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTERNWEditPanel,78.93%,51,191,13,28
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTERNWFileEditModel,0.00%,45,0,14,0
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTERNWFileEditController,57.00%,43,57,6,8
Commissioning-Concurrent Mode Settings,24.54%,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEConcurrentModeSettingsModel,18.83%,750,174,127,55
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEConcurrentModeSettingsModel$LTEConcurrentModeRadioParameterHolder,0.00%,72,0,15,0
,,com.hahaqu.em.bts.common.commissioning.model.mdinitializer.ConcurrentModeSettingsRAMLMetadataInitializer,100.00%,0,2,0,2
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.LTEConcurrentModeSettingsSiteInfoModel,0.00%,148,0,33,0
,,com.hahaqu.em.bts.common.commissioning.view.eqview.ConcurrentModeSettingsEQView,31.25%,22,10,0,3
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTEConcurrentModeSettingsSCFProcessor,31.16%,243,110,28,25
,,com.hahaqu.em.bts.common.commissioning.model.ConcurrentModeSettingsModel,36.48%,289,166,74,53
,,com.hahaqu.em.bts.common.commissioning.model.ConcurrentModeSettingsModel$ConcurrentModeRadioParameterHolder,0.00%,28,0,16,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.validator.current.LTEConcurrentModeSettingsModelValidator,25.15%,381,128,50,36
,,com.hahaqu.em.bts.common.commissioning.model.validator.ConcurrentModeSettingsModelValidator,2.22%,132,3,21,2
,,com.hahaqu.em.bts.common.component.siteinfo.model.helper.ConcurrentModeSettingsHelper,0.00%,223,0,35,0
,,com.hahaqu.em.bts.common.commissioning.view.ConcurrentModeSettingsView$SharedWithChBox,71.43%,8,20,3,5
,,com.hahaqu.em.bts.common.commissioning.view.ConcurrentModeSettingsView,65.48%,107,203,28,40
,,com.hahaqu.em.bts.common.commissioning.view.ConcurrentModeSettingsView$2,14.29%,6,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ConcurrentModeSettingsView$3,10.00%,9,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ConcurrentModeSettingsView$4,10.00%,9,1,1,1
